,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
260,TSXV,Bacanora Minerals Ltd.,BCN,134067217.13,Canada,AB,Mining,,
261,TSX,Badger Daylighting Ltd.,BAD,1159396281.0,Canada,AB,Diversified Industries,"Industrial Products and Services,Energy Services","Badger Daylighting is a Canada-based company that provides nondestructive hydrovac excavation services based on its core technology, the Badger Hydrovac System. The Badger Hydrovac System is an excavation unit that is used primarily for digging in areas with buried pipes and cables. Through its hydrovac vacuum truck fleet, the company provides excavation services to its customers across the United States and Canada, primarily contractors, engineers, and facility owners in the oil and gas, power, municipal, transportation, industrial, and commercial construction industries. The company generates all its sales from the North American market."
262,TSX,Ballard Power Systems Inc.,BLD,445528681.5,Canada,BC,Clean Technology,Energy Efficiency,"Ballard Power Systems Inc is a clean energy growth company. The company is engaged in proton exchange membrane fuel cell development and commercialization. The company's main business is the design, development, manufacture, sale, and service of fuel cell products for a variety of applications, focusing on motive power (material handling and buses) and stationary power (back-up power, supplemental power, and distributed generation). A fuel cell is an environmentally clean electrochemical device that combines hydrogen fuel with oxygen (from the air) to produce electricity. Geographically, it derives a majority of revenue from China and also has a presence in Germany; Belgium; Japan; Denmark; the UK and other countries."
263,TSX,Balmoral Resources Ltd.,BAR,101544975.3,Canada,BC,Mining,,"Based in Toronto, Barrick Gold is one of the world's largest gold producers, operating mines in North America, South America, Australia, and Africa. In 2019, the firm produced nearly 5.5 million attributable ounces of gold and more than 430 million pounds of copper, boosted by the acquisition of Randgold at the end of 2018. As of Dec. 31, 2019, Barrick had 71 million ounces and 13.5 billion pounds of proven and probable gold and copper reserves, respectively."
264,TSXV,Bandera Gold Ltd.,BGL,561263.265,Canada,AB,Mining,,"Bangkok Life Assurance PCL is a Thai financial services group engaged in life insurance services. Its product portfolio contains life insurance, general insurance, mutual funds, home loans, and bancassurance products. The company serves both individuals and corporates. The life insurance offers the following services: tax planning, income protection, saving and investment, retirement plans, heathcare plans, and risk protection plans. The general insurance includes personal insurance and business all-risks insurance. The bancassurance products include credit protection insurance and retirement insurance. The mutual fund segment is quite diverse: equity fund, long-term equity fund, mixed fund, foreign investment fund, fixed-income fund, ETF, money market fund, and others."
265,TSX,Bank of Montreal,BMO,60044487297.75,Canada,ON,Financial Services,,"Bank of Montreal is a diversified financial-services provider based in North America, operating four business segments: Canadian P&C banking, U.S. P&C banking, wealth management, and capital markets."
266,TSX,Bank of Nova Scotia (The),BNS,93062755870.04,Canada,ON,Financial Services,,"The Bank of Nova Scotia is known as Canada's ""international bank"" and is a global financial services provider. The bank has three business segments: Canadian banking, international banking, and global banking and markets. It is the third- largest bank in Canada. The bank's international operations span numerous countries and are more concentrated in Central and South America."
267,TSX,Banro Corporation,BAA,77132995.68,Canada,ON,Mining,,
268,TSXV,Banyan Gold Corp.,BYN,2493393.6,Canada,AB,Mining,,"Banyan Gold Corp is a mining company based in Canada. It is mainly engaged in the acquisition, discovery, and development of mineral properties. The company holds an interest in Hyland Gold Project which is located in the Watson Lake Mining District in southeast Yukon, Aurex-McQuesten Gold Project which is located in the Mayo Mining district."
269,TSX,"Barclays Bank PLC Fixed Income Notes, Series I-10",BXS.DB.C,11050000.0,USA,USA,Closed-End Funds,,
270,TSXV,Bard Ventures Ltd.,CBS,994593.0,Canada,BC,Mining,,"Bard Ventures Ltd is a mineral resources company operating in Canada. It is engaged in the identification, acquisition, and exploration of mineral properties. The company holds interests in Lone Pine Property and Grouse Mountain."
271,TSXV,Barisan Gold Corporation,BG,1398077.28,Canada,BC,Mining,,"Brookfield Global Infrastructure Securities Income Fund is a closed-end investment fund. The investment objective of the company is to provide the unitholders with quarterly cash distributions; maximize total return for unitholders through distributions and capital appreciation, and preserve capital. It invests in a portfolio comprised of equity securities of publicly-traded infrastructure companies that own and operate infrastructure assets. Brookfield Investment Management Inc is the investment manager of the fund."
272,TSXV,Barker Minerals Ltd.,BML,899287.58,Canada,BC,Mining,,"Barker Minerals Ltd is a mineral exploration company. It is mainly engaged in the acquisition, exploration and evaluation of resource properties. The company is involved in the exploration and development of mineral claims in the Goose Range area of the Cariboo mining district near Likely, British Columbia."
273,TSXV,Barkerville Gold Mines Ltd.,BGM,139318202.22,Canada,BC,Mining,,"BG Medicine Inc manufacture and sell diagnostic products that are used to guide the patients suffering from heart failure and related disorders in the United States. It distributes its products such as BGM Galectin-3 Test, an in vitro diagnostic device that measures galectin-3 in serum or plasma by enzyme-linked immunosorbent assay on a microtiter plate platform; and CardioSCORE Test, a multi-analyte biomarker-based blood test used for the assessment of near-term risk of atherothrombotic cardiovascular events, such as heart attack and ischemic stroke."
274,TSXV,Baroyeca Gold & Silver Inc.,BGS,230849.69,Canada,BC,Mining,,Baroyeca Gold & Silver Inc is a Canada-based company. It is involved in industrial metals and minerals business sector. The company is involved in the acquisition and exploration of its exploration and evaluation assets. The company operates in one business segment that is exploration and evaluation activities in Mexico and the United States of America.
275,TSX,Barrick Gold Corporation,ABX,23483433441.0,Canada,ON,Mining,,"Based in Toronto, Barrick Gold is one of the world's largest gold producers, operating mines in North America, South America, Australia, and Africa. In 2019, the firm produced nearly 5.5 million attributable ounces of gold and more than 430 million pounds of copper, boosted by the acquisition of Randgold at the end of 2018. As of Dec. 31, 2019, Barrick had 71 million ounces and 13.5 billion pounds of proven and probable gold and copper reserves, respectively."
276,TSXV,Barsele Minerals Corp.,BME,103290199.0,Canada,BC,Mining,,"Barsele Minerals Corp is a Canada based mineral exploration company. It is primarily involved in the acquisition and exploration of mineral properties in Sweden. Its primary mining project is the Barsele Gold Project which is located near Storuman, Vasterbottens Lan, Sweden. The project is a joint venture with Agnico Eagle Mines Ltd where the firm holds a substantial part of the company's ownership. The company's reportable operating segment is the acquisition and exploration of mineral properties."
277,TSXV,Batero Gold Corp.,BAT,10942326.385,Canada,BC,Mining,,"Batero Gold Corp is a Canadian company which is engaged in the process of exploring and evaluating its exploration and evaluation assets. The company focuses on the exploration and development of Batero-Quinchia Project, which is located within Colombia's Middle Cauca Belt of porphyry gold-copper and epithermal gold systems. The Batero-Quinchia Project includes La Cumbre Porphyry, Dos Quebradas Porphyry, El Centro Zone, and Matecana Zone."
278,TSXV,Battle Mountain Gold Inc.,BMG,18818895.55,Canada,BC,Mining,,BMGB Capital Corp is a capital pool company.
279,TSXV,Bayhorse Silver Inc.,BHS,6690314.1,Canada,BC,Mining,,"Bayhorse Silver Inc is a mineral exploration company. The company is engaged in the acquisition and exploration of mineral property interests. It manages and develops gold and silver, base metals and coal mineralization. The company's operations and assets are located in Canada and the USA. Some of the company's projects are Bayhorse Silver Mine Property and Brandywine."
280,TSX,Baylin Technologies Inc.,BYL,37994880.94,Other,Israel,Technology,Hardware & Equipment,"Baylin Technologies Inc. is a diversified leading global wireless technology management company. Baylin focuses on research, design, development, manufacturing and sales of passive and active RF products and services. Baylin aspires to exceed its customers' needs and anticipate the direction of the market."
281,TSXV,Bayshore Petroleum Corp.,BSH,1294432.6,Canada,AB,Oil & Gas,,Bayshore Petroleum Corp is an oil and gas technology company. The company is engaged in the exploration and development of petroleum and natural gas properties. It also develops related energy technology applications primarily bitumen and heavy oil upgrading to light oil.
282,TSXV,Bayswater Uranium Corporation,BYU,922186.44,Canada,BC,Mining,,
283,TSX,Baytex Energy Corp.,BTE,1213717087.0,Canada,AB,Oil & Gas,,"Baytex Energy Corp is a North American focused oil and gas company based in Calgary, Alberta. Geographically, the group operates in Canada and the United States. The Canadian operating segment includes light oil assets in the Viking and Duvernay, heavy oil assets in Peace River and Lloydminster and conventional oil and natural gas assets in Western Canada. The U.S. operating segment includes Eagle Ford assets in Texas."
284,TSXV,BC Moly Ltd.,BM,485956.845,Canada,BC,Mining,,"Bank of Montreal is a diversified financial-services provider based in North America, operating four business segments: Canadian P&C banking, U.S. P&C banking, wealth management, and capital markets."
285,TSX,BCE Inc.,BCE,52824989207.7,Canada,QC,Comm & Media,,"BCE is both a wireless and Internet service provider, offering wireless, broadband, television, and landline phone services in Canada. It is one of the big three national wireless carriers, with its nearly 10 million customers constituting about 30% of the market. It is also the ILEC (incumbent local exchange carrier--the legacy telephone provider) throughout much of the eastern half of Canada, including in the most populous Canadian provinces--Ontario and Quebec. Additionally, BCE has a media segment, which holds television, radio, and digital media assets. BCE licenses the Canadian rights to movie channels including HBO, Showtime, and Starz. In 2019, the wireline segment accounted for just over half of total EBITDA, while wireless composed 38%, and media provided the remainder."
286,TSXV,BCGold Corp.,BCG,3673926.06,Canada,BC,Mining,,"Pan Andean Minerals Ltd is a junior resource company. It is engaged in the acquisition, exploration and development of economic gold and other precious and base metal properties. The company's mineral properties are the Minto/Carmacks Copper-Gold Properties located in the Yukon, and the Cima and Chanape properties in Peru."
287,TSXV,BCM Resources Corporation,B,2853786.21,Canada,BC,Mining,,"BCM Resources Corp is principally engaged in the acquisition, exploration, development, and mining of mineral properties."
288,TSXV,Be Resources Inc.,BER,2032550.625,USA,USA,Mining,,"Berkwood Resources Ltd is engaged in the exploration and development of natural resource properties. The company project portfolio includes The Lac Gueret Extensions Project, cobalt Fold Property, Delbreuil Lithium Property located in Quebec and Roscoe Vanadium Project. Geographically, it operates only in Canada."
289,TSXV,Bear Creek Mining Corporation,BCM,186583965.84,Canada,BC,Mining,,"Bear Creek Mining Corp is engaged in the acquisition, exploration, and development of precious and base metal properties in Peru. Some of the projects of the company are Corani and amongst others. The reportable segment of the company is Mineral Exploration and Development."
290,TSXV,Bearclaw Capital Corp.,BRL,1096739.595,Canada,BC,Mining,,"Bearclaw Capital Corp is the company engaged in the acquisition, exploration, and development of mineral properties. It has interests in the following mineral properties such as Aplite, Bam, Castle, Rey Lake, Axe, Capoose, Santa Maria, and Man and Prime."
291,TSXV,Bearing Resources Ltd.,BRZ,9816881.54,Canada,BC,Mining,,"Bearing Lithium Corp operates as an exploration and development company in North America. The company is focused on identifying, advancing, and de-risking lithium projects. Its projects include Maricunga Lithium, Fish Lake Valley and other."
292,TSXV,Beaufield Resources Inc.,BFD,9471123.83,Canada,ON,Mining,,"Bedford Energy Inc is engaged in oil and natural gas acquisition, exploration, development and production. It focuses on prospect in Mississippian Lime play in Oklahoma."
293,TSX,Becker Milk Company Ltd. (The),BEK.B,20471901.5,Canada,ON,Real Estate,Real Estate Operating Companies,Becker Milk Co Ltd engages in the ownership and management of retail commercial properties. The company leases retail stores with a few residential sites.
294,TSXV,Bee Vectoring Technologies International Inc.,BEE,8795443.895,Canada,ON,Clean Technology,Low Impact Material and Products,
295,TSX,Bellatrix Exploration Ltd.,BXE,308079119.4,Canada,AB,Oil & Gas,,"Bellatrix Exploration Ltd is a Canada-based oil and gas company, engaged in the exploration, acquisition, development, and production of oil and natural gas reserves in the provinces of Alberta, British Columbia, and Saskatchewan. It primarily focuses on developing its two core resource plays, the Cardium and the Notikewin/Falher intervals in Western Canada. The Notikewin/Falher in Alberta's deep basin boasts abundant, liquids-rich natural gas with compelling economics. The Cardium is a highly economic investment that has the potential to add substantial reserves, production, and long-term economic value for its shareholders. Bellatrix derives revenue from the sale of petroleum and natural gas."
296,TSXV,Bellhaven Copper & Gold Inc.,BHV,10113721.92,Canada,BC,Mining,,"Biohaven Pharmaceutical Holding Co Ltd is a clinical-stage biopharmaceutical company. It has a portfolio of late-stage product candidates targeting neurological diseases, including rare disorders. The company product candidates are based on multiple mechanisms-calcitonin gene-related peptide receptor antagonists, glutamate modulators and myeloperoxidase inhibitor. Its pipeline products include BHV3000-301, BHV3000-302, BHV3000-303, and others."
297,TSX,BELLUS Health Inc.,BLU,14044679.52,Canada,QC,Life Sciences,Biotechnology,"BELLUS Health Inc is a clinical-stage biopharmaceutical development company advancing novel therapeutics for conditions with high unmet medical need, including BLU-5937, P2X3 antagonist that has the potential to be a best-in-class therapeutic for chronic cough. The company operates in one business segment namely, development of drug candidates for health solutions."
298,TSXV,Belmont Resources Inc.,BEA,2238661.945,Canada,BC,Mining,,"Belmont Resources Inc is a Canadian resources company which is engaged in the acquisition, exploration, and development of mineral resource properties in Canada and United States. The principal business activity of the company is the acquisition and exploration of lithium in Kibby Basin property in Nevada, USA. The company owns an interest in the Mid Corner/Johnson Croft Property northwest of Saint John, New Brunswick and several claims block in northern Saskatchewan in Uranium City."
299,TSX,Belo Sun Mining Corp.,BSX,297390729.6,Canada,ON,Mining,,"Belo Sun Mining Corp is a Canada-based gold exploration and development company. It is engaged in the exploration and development of properties located in Brazil. The company operates in two geographic areas: Canada and Brazil. It owns and operates Volta Grande Gold project, located in the municipality of Senador Jose Porfirio in northern Brazil and Patrocino gold project, situated in the Para State."
300,TSXV,Belvedere Resources Ltd.,BEL,1108560.195,Canada,BC,Mining,,"Belo Sun Mining Corp is a Canada-based gold exploration and development company. It is engaged in the exploration and development of properties located in Brazil. The company operates in two geographic areas: Canada and Brazil. It owns and operates Volta Grande Gold project, located in the municipality of Senador Jose Porfirio in northern Brazil and Patrocino gold project, situated in the Para State."
301,TSX,Bengal Energy Ltd.,BNG,10226669.4,Canada,AB,Oil & Gas,,"Bengal Energy Ltd is involved in the exploration, development and production of oil and gas reserves in Australia. It has two reportable operating segments being the Australian oil and gas operations and corporate. Its producing assets are predominantly situated in Australia, in the Cooper Basin, a region featuring large hydrocarbon pools."
302,TSXV,Benton Resources Inc.,BEX,5932952.325,Canada,ON,Mining,,"Benton Resources Inc is a development stage company. Its principal activities are acquisition, exploration, and development of mineral properties. The company primarily holds an interest in Thunder Bay North & Escape Lake, Abernethy project, Armit Lake, Bark Lake, Bedivere Gold Project and Forester Lake Gold among others."
303,TSXV,Berkwood Resources Ltd.,BKR,3899716.47,Canada,BC,Mining,,"Berkwood Resources Ltd is engaged in the exploration and development of natural resource properties. The company project portfolio includes The Lac Gueret Extensions Project, cobalt Fold Property, Delbreuil Lithium Property located in Quebec and Roscoe Vanadium Project. Geographically, it operates only in Canada."
304,TSXV,Bevo Agro Inc.,BVO,28882159.29,Canada,BC,Clean Technology,"Low Impact Material and Products,Agriculture",
305,TSXV,BeWhere Holdings Inc.,BEW,16799052.21,Canada,ON,Technology,Software,"BeWhere Holdings Inc is an internet provider of real-time information on equipment tools, and inventory in transit and at facilities serving the emergency service, construction, utility, and transportation industries. It is an internet of things (IoT) solutions company that designs and manufactures industrialized hardware with sensors and software applications to track real-time information on movable assets and environmental sensors. It develops mobile applications, middleware, and cloud-based solutions that stand-alone or that which can be integrated to existing software. The products include Bluetooth Beacons, Gateways, NB-IoT and LTE-M and Demo kit."
306,TSXV,BFK Capital Corp.,BFK.P,495000.0,Canada,ON,CPC,,Blackrock Municipal Income Trust is a closed-end municipal bond fund whose investment objective is to provide current income exempt from regular U.S. federal income tax.
307,TSXV,BFS Entertainment & Multimedia Limited,BFS,,Canada,ON,Diversified Industries,Consumer Products and Services,"Saul Centers Inc is a self-managed real estate investment trust which invests in, operates, and develops retail and commercial properties. The company's portfolio includes community and neighbourhood shopping centres, office properties, and mixed-use properties. Properties are primarily located in the Washington, D.C. and Maryland metropolitan areas. Saul Centers operates through two business segments: shopping centers, which contributes the maximum portion of total revenue; and mixed-use properties. Major tenants include grocery stores, discount department stores, and drug stores."
308,TSXV,BHK Mining Corp.,BHK,1918332.5,Canada,BC,Mining,,BHK Mining Corp is a mineral exploration company. It is engaged in the exploration and development of the Ndjole Project and exploration projects in Gabon. The company primarily explores for manganese and gold deposits.
309,TSX,Big 8 Split Inc.,BIG.D,28696960.32,Canada,ON,Closed-End Funds,,Big Banc Split Corp is a mutual fund corporation. Its investment objectives include providing their holders with regular monthly non-cumulative cash distributions.
310,TSX,Big Bank Big Oil Split Corp.,BBO,52101748.98,Canada,ON,Closed-End Funds,,"Verb Technology Co Inc is a Software-as-a-Service, or SaaS, applications platform developer. Its platform is comprised of sales enablement business software products marketed on a subscription basis. The applications are available in both mobile and desktop versions. It includes verbCRM, Customer Relationship Management application, verbLEARN, Learning Management System application, and verbLIVE, its Live Broadcast Video Webinar application."
311,TSX,Big Rock Brewery Inc.,BR,41530605.12,Canada,AB,Diversified Industries,Consumer Products and Services,"Big Rock Brewery Inc is a producer of premium, all-natural craft beers, and cider. It operates in two segments: the wholesale segment which manufactures and distributes beer and cider to and through, provincial liquor boards which are subsequently sold on to end consumers; and the retail segment, which sells beverages, food, and merchandise to end consumers on premises owned and/or operated by the company. The wholesale segment generates maximum revenue for the company. The product line of the company consists of signature series beer, barrel aged beer, pull tab series beer, seasonal beer, and cider beer among others."
312,TSXV,biOasis Technologies Inc.,BTI,57980906.39,Canada,BC,Life Sciences,Biotechnology,"Bioasis Technologies Inc is a development stage biopharmaceutical company. It is engaged in the research and development of products for the diagnosis and treatment of neurological disease and disorders. The company has worked on blood-brain barrier program and studies disorders in the brain. The company's xB3 program describes its proprietary carrier, p97, and components thereof, to deliver therapeutics across the blood-brain barrier. Its source of revenue involves the research and license revenue."
313,TSXV,bioMmune Technologies Inc.,IMU,12152434.85,Canada,BC,Life Sciences,Biotechnology,"Immunic Inc is a clinical stage biopharmaceutical company developing a pipeline of selective oral immunology therapies aimed at treating chronic inflammatory and autoimmune diseases, including ulcerative colitis, Crohn's disease, relapsing remitting multiple sclerosis, and psoriasis. The company is developing three small molecule products, IMU-838 is a selective immune modulator that inhibits the intracellular metabolism of activated immune cells by blocking the enzyme DHODH, IMU-935 is an inverse agonist of RORyt and IMU-856 targets the restoration of the intestinal barrier function."
314,TSXV,BioNeutra Global Corporation,BGA,16400404.05,Canada,AB,Life Sciences,Biotechnology,"BioNeutra Global Corp is a Canada based company engaged in research, development, production, and commercialization of food ingredients for neutraceutical, functional and mainstream foods, focusing on oligosaccharides. The company's product portfolio provides ingredients for various food systems, that contribute to human nutrition and wellness in functional and healthy foods. Its prime product, VitaFiber IMO, is offered in both the powder and syrup form. The company operates in Canada while generating sales revenue from various countries internationally. Majority of the revenue is derived from the United States."
315,TSXV,Biorem Inc.,BRM,3932608.47,Canada,ON,Clean Technology,Waste Reduction and Water Management,"Biorem Inc is an environmental biotechnology company. It designs, manufactures and distributes a comprehensive line of air emissions control systems used to eliminate odours, volatile organic compounds, and hazardous air pollutants. The company's products include Biofilters, Biogas Solutions, Multi-Stage Systems, Biotrickling filters, and services such as Media Sampling and Analysis, Biological processes and testing, Media replacements and Spare parts, and other related services. The company derives revenues from the sale of standard products, from construction projects for specialized products, and services for repairs and maintenance. The group has a business presence in Canada, the United States, China and others, of which key revenue is derived from the United States."
316,TSXV,BioSyent Inc.,RX,110411511.21,Canada,ON,Life Sciences,Pharmaceuticals,"Biosyent Inc is a specialty pharmaceutical company engaged in developing pharmaceutical and healthcare products. Its products include FeraMAX 150, Cathejell Jelly, FeraMAX Powder, RepaGyn, Proktis-M, Aguettant System and Cysview. The company through its subsidiaries sources acquires or in-licenses pharmaceutical products and markets the products. Geographically all the activities are functioned through the region of Canada."
317,TSXV,BioteQ Environmental Technologies Inc.,BQE,4228500.24,Canada,BC,Clean Technology,Waste Reduction and Water Management,"BQE Water Inc is a Canada-based service provider engaged in treating mining wastewater and specific hydrometallurgical streams. It offers treatment for mine impacted wastewater and hydrometallurgical waste streams. The company's service offerings include lab testing, pilot demonstration, engineering design, and procurement, commissioning and ongoing technical support. It mainly generates revenue from Canada."
318,TSX,BIOX Corporation,BX,33651571.39,Canada,ON,Clean Technology,Renewable Energy Production and Distribution,
319,TSX,Birchcliff Energy Ltd.,BIR,2488189637.0,Canada,AB,Oil & Gas,,"Birchcliff Energy Ltd is an intermediate oil and gas company that explores for, develops, and produces natural gas, light oil, and natural gas liquids. The company conducts its drilling program in resource plays located in the Peace River Arch region of Alberta. Birchcliff focuses on operating nearly all its high working production, which is surrounded by blocks of high working interest lands where it owns and/or controls the infrastructure. To get the full value out of its natural gas wells, several gas plants are completely owned and operated for gas processing purposes. Natural gas production accounts for the majority of Birchcliff's revenue."
320,TSX,Bird Construction Inc.,BDT,395406732.9,Canada,ON,Diversified Industries,Industrial Products and Services,"Bird Construction Inc, through its subsidiaries, operates as a contractor in the construction market. It also provides pre-construction services, building information modeling and involves public-private partnership projects. The company focuses on commercial, institutional, retail, tenant, residential, industrial, mining, water, wastewater, energy, and civil sectors."
321,TSXV,Bison Gold Resources Inc.,BGE,2406229.5,Canada,ON,Mining,,"Founded in 1818, Bunge is a global agribusiness and food company with operations along the farm-to-consumer food chain. The agribusiness segment generates roughly two thirds of profits and includes the largest oilseed processing capacity globally. The company is a leading oilseed processor and seller of packaged vegetable oils and other food and ingredients products."
322,TSXV,Bitterroot Resources Ltd.,BTT,818374.68,Canada,BC,Mining,,"Bitterroot Resources Ltd is a Canada-based company. It is involved in acquisition, exploration and, development of exploration and evaluation assets including industrial metals and minerals. Geographically it operates in Canada and the United States of America. Its portfolio of projects consists of the North Brenda Gold project, PCM Gold-Silver project, Hackberry Silver project, and others."
323,TSX,Black Diamond Group Limited,BDI,160874782.9,Canada,AB,Diversified Industries,Industrial Products and Services,"Black Diamond Group Ltd rents and sells space rental solutions and modular workforce accommodations to business customers in Canada, the United States and Australia. The Company also provides specialized field rentals to the oil and gas industries of Canada and the United States. Besides, Black Diamond Group provides turnkey lodging services, as well as a host of related services that include transportation, installation, dismantling, repairs, maintenance, and ancillary field equipment rentals. From its locations, the Company serves multiple sectors including oil and gas, mining, power, construction, engineering, military, government, and education. Black Diamond Group has two core business units: Modular Space Solutions and Workforce Solutions."
324,TSXV,Black Dragon Gold Corp.,BDG,2353167.65,Canada,BC,Mining,,"Boundary Gold and Copper Mining Ltd is a Canada based resource exploration company. It is primarily engaged in the business activity of acquiring and exploring resource properties in Canada. All the operations of the company are carried out in Canada. The organization is focused on Kena and Daylight Gold project which is in the Nelson area of British Columbia, Canada. Its projects also include the Manto Negro Copper Project, which consists of seven mining concessions in the State of Coahuila, Mexico. The company operates in Canada and Canada Mexico."
325,TSX,Black Iron Inc.,BKI,4791645.57,Canada,ON,Mining,,"Black Iron Inc is a Canadian iron ore exploration and development company. The principal activity of the company is the exploration and development of ferrous metals in Ukraine namely the Shymanivske iron ore project located in Kryvyi Rih, Ukraine. The company operates through the development of its Ukrainian mining and exploration permits segment. The Shymanivske project includes iron ore deposit. It is located approximately 330 kilometers southeast from Kiev in central Ukraine."
326,TSXV,Black Isle Resources Corporation,BIT,566363.875,Canada,BC,Mining,,The Bitcoin Fund is a closed-end fund incorporated in Canada. The fund seeks exposure to digital currency bitcoin and the opportunity for long-term capital appreciation. The Fund will invest in long-term holdings of bitcoin to provide investors with a convenient alternative to a direct investment in bitcoin. The Fund will not speculate with regard to short-term changes in bitcoin prices.
327,TSXV,Black Lion Capital Corp.,BLC.P,1833300.0,Canada,BC,CPC,,
328,TSXV,Black Mammoth Metals Corporation,BMM,336917.16,Canada,BC,Mining,,"Black Mammoth Metals Corp is a mineral exploration company. It is engaged in the acquisition and exploration of resource properties in Idaho and British Columbia. Some of the property of the company are Blanco Creek Property, Frances Bay Copper Property and amongst others. The company operates in one business segment being Mineral Exploration. Its resource properties are located in Canada and the United States."
329,TSXV,Black Sea Copper & Gold Corp.,BLS,11810144.25,Canada,BC,Mining,,"BlueScope is an Australasian flat steel producer specializing in value-added steel building products. BlueScope was spun out by BHP as part of the de-verticalisation of the industry in 2002. was The Australian Steel Products segment produces a range of high-value coated and painted flat steel products for the Australian building and construction market. North Star is a 2.1 million tonne per year mini-mill located in Ohio with industry leading capacity utilization. Building Products Asia and North America comprise two joint ventures that manufacture metal coated and painted steel building products, in Southeast Asian markets and North America. The New Zealand and Pacific Steel segment is the sole producer of steel products in New Zealand."
330,TSX,BlackBerry Limited,BB,5446127187.0,Canada,ON,Technology,Communication Technology,"BlackBerry, once known for being the world's largest smartphone manufacturer, is now exclusively a software provider with a stated goal of end-to-end secure communication for enterprises. The firm provides endpoint management and protection to enterprises and embedded software to automotive, medical and industrial OEMs and suppliers."
331,TSXV,Blackbird Energy Inc.,BBI,324437498.0,Canada,AB,Oil & Gas,,
332,TSXV,Blackhawk Resource Corp.,BLR,2883746.18,Canada,AB,Oil & Gas,,Blackhawk Growth Corp is an investment issuer looking to capitalize on market and industry trends that can create substantial value for its shareholders. The company is focused on investing in multiple companies across a variety of sectors across North America.
333,TSXV,Blackheath Resources Inc.,BHR,3010981.875,Canada,BC,Mining,,"Blackheath Resources Inc is a Canada based mineral exploration company. It is engaged in identification, exploration, and evaluation of mineral properties in Portugal. The company's projects include Covas, Bejanca, Borralha, and Vale das Gatas among others."
334,TSXV,Blackline Safety Corp.,BLN,85736790.0,Canada,AB,Technology,Hardware & Equipment,"Blackline Safety is a global connected safety technology leader. Providing comprehensive live-monitoring and wireless gas detection, we help teams working in hazardous environments respond to emergencies in real-time and manage efficient evacuations, accounting for everyone's safety along the way. With millions invested in technology research and development, Blackline Safety is recognized for quality and innovation. Our talented team of designers and engineers create and manufacture in-house - from wearable technology and personal gas detectors to cloud-hosted infrastructure and web-based interfaces for global industry. We deliver the world's first turn-key, work-anywhere, connected safety monitoring solution with gas detection, 3G wireless, satellite communications, two-way speakerphone, push-to-talk, location-enabled data analytics and live monitoring to meet the demanding safety challenges and increase productivity of organizations in over 100 countries."
335,TSX,BlackPearl Resources Inc.,PXX,597450875.0,Canada,AB,Oil & Gas,,"Poxel SA is a biopharmaceutical company. It is focused on the development of novel treatments for metabolic diseases, including type 2 diabetes and liver diseases, such as nonalcoholic steatohepatitis (NASH)."
336,TSXV,Blackrock Gold Corp.,BRC,1893866.92,Canada,BC,Mining,,"Blackrock Gold Corp is a mining company engaged in acquisition, exploration, and development of mineral properties located in Canada and the United States. The company's property portfolio consists of the Moore Property."
337,TSXV,Blacksteel Energy Inc.,BEY,7221690.2,Canada,AB,Oil & Gas,,"Blacksteel Energy Inc is a Canada based exploration and development company. It is engaged in the exploration, development, and production of oil and natural gas resources in Western Canadian Sedimentary Basin."
338,TSXV,Blind Creek Resources Ltd.,BCK,1518471.5,Canada,BC,Mining,,"Blind Creek Resources Ltd is an exploration-stage junior mining company. It is focused on the acquisition, exploration, and development of mineral properties. It holds an interest in projects which are Blende Property, AB Property and Engineer Gold Mine. The company operates in the business segment of the acquisition and exploration of mineral properties, all of which occurs within Canada."
339,TSX,Bloom Select Income Fund,BLB.UN,23886072.0,Canada,ON,Closed-End Funds,,
340,TSX,Bloom U.S. Income & Growth Fund,BUA.UN,14571399.0,Canada,ON,Closed-End Funds,,
341,TSX,Blue Ribbon Income Fund,RBN.UN,210575772.7,Canada,ON,Closed-End Funds,,"Blue Ribbon Income Fund is a closed-ended investment trust. The fund offers reinvestment plan which allows its unitholders to automatically reinvest distributions, commission-free, and realize the benefits of compound growth. It focuses on providing monthly distributions and the opportunity to participate in capital gains by managing a portfolio of securities, including income trusts, royalty trusts, real estate investment trusts, common shares, preferred securities and debt instruments. The fund's portfolio of investments includes consumer staples and discretionary, financial, healthcare, industrial, materials, oil and gas, pipe, power, utilities and infrastructure, real estate, and short-term investments."
342,TSXV,Blue River Resources Ltd.,BXR,4203319.56,Canada,BC,Mining,,"Blue River Resources Ltd is a Canadian-based mineral exploration company, which engages in the acquisition, exploration, and development of mineral resource properties. The firm explores for copper and gold deposits. Its portfolio includes the following: Mazama Copper Project in Washington, U.S, and Castle Copper Project in Princeton, British Columbia."
343,TSXV,Blue Sky Energy Inc.,BSI,11467019.2,Canada,ON,Oil & Gas,,"Blue Sky Energy Inc is an oil and gas exploration company focused on pursuing the exploration, evaluation, and development of resource assets. The company is exploring opportunities in the domestic and international oil and gas sector with a focus on competitive and stable energy jurisdictions."
344,TSXV,Blue Sky Uranium Corp.,BSK,10067519.88,Canada,BC,Mining,,"Blue Sky Uranium Corp is a junior mineral exploration company based in Canada. The company focuses on uranium exploration projects in southern Argentina. It owns an interest in various exploration properties including Amarillo Grande project located in Rio Negro Province, Sierra Colonia Project, Tierras Coloradas Project, and Cerro Parva Project located in Chubut Province."
